Point,Corner,mc_iteration,Pass/Fail,"value(VT(""/I15/I26<127>/net7"") 8e-09)"
1.426e3,C3,1.426e3,,877e-3
1.427e3,C3,1.427e3,,877.6e-3
1.428e3,C3,1.428e3,,877.5e-3
1.429e3,C3,1.429e3,,877e-3
1.43e3,C3,1.43e3,,877e-3
1.431e3,C3,1.431e3,,877.3e-3
1.432e3,C3,1.432e3,,877.3e-3
1.433e3,C3,1.433e3,,877.5e-3
1.434e3,C3,1.434e3,,877.3e-3
1.435e3,C3,1.435e3,,876.8e-3
1.436e3,C3,1.436e3,,876.2e-3
1.437e3,C3,1.437e3,,877.3e-3
1.438e3,C3,1.438e3,,877.5e-3
1.439e3,C3,1.439e3,,876.9e-3
1.44e3,C3,1.44e3,,877.3e-3
1.441e3,C3,1.441e3,,877.1e-3
1.442e3,C3,1.442e3,,877.2e-3
1.443e3,C3,1.443e3,,877.5e-3
1.444e3,C3,1.444e3,,877.5e-3
1.445e3,C3,1.445e3,,876.9e-3
1.446e3,C3,1.446e3,,876.7e-3
1.447e3,C3,1.447e3,,877.3e-3
1.448e3,C3,1.448e3,,876.9e-3
1.449e3,C3,1.449e3,,877.4e-3
1.45e3,C3,1.45e3,,877.3e-3
1.451e3,C3,1.451e3,,876.4e-3
1.452e3,C3,1.452e3,,876.7e-3
1.453e3,C3,1.453e3,,877.3e-3
1.454e3,C3,1.454e3,,877.5e-3
1.455e3,C3,1.455e3,,877.2e-3
1.456e3,C3,1.456e3,,876.9e-3
1.457e3,C3,1.457e3,,877.3e-3
1.458e3,C3,1.458e3,,877.4e-3
1.459e3,C3,1.459e3,,877.1e-3
1.46e3,C3,1.46e3,,877.1e-3
1.461e3,C3,1.461e3,,876.1e-3
1.462e3,C3,1.462e3,,877.5e-3
1.463e3,C3,1.463e3,,876.9e-3
1.464e3,C3,1.464e3,,877.7e-3
1.465e3,C3,1.465e3,,877.1e-3
1.466e3,C3,1.466e3,,876.8e-3
1.467e3,C3,1.467e3,,877.4e-3
1.468e3,C3,1.468e3,,877.3e-3
1.469e3,C3,1.469e3,,876.7e-3
1.47e3,C3,1.47e3,,877e-3
1.471e3,C3,1.471e3,,877.4e-3
1.472e3,C3,1.472e3,,877.1e-3
1.473e3,C3,1.473e3,,877.6e-3
1.474e3,C3,1.474e3,,877.6e-3
1.475e3,C3,1.475e3,,876.8e-3
1.476e3,C3,1.476e3,,876.6e-3
1.477e3,C3,1.477e3,,877.3e-3
1.478e3,C3,1.478e3,,877.3e-3
1.479e3,C3,1.479e3,,877.1e-3
1.48e3,C3,1.48e3,,877.3e-3
1.481e3,C3,1.481e3,,876.8e-3
1.482e3,C3,1.482e3,,877.1e-3
1.483e3,C3,1.483e3,,877.4e-3
1.484e3,C3,1.484e3,,876.2e-3
1.485e3,C3,1.485e3,,877.2e-3
1.486e3,C3,1.486e3,,877e-3
1.487e3,C3,1.487e3,,877.5e-3
1.488e3,C3,1.488e3,,877.5e-3
1.489e3,C3,1.489e3,,877e-3
1.49e3,C3,1.49e3,,876.5e-3
1.491e3,C3,1.491e3,,877.3e-3
1.492e3,C3,1.492e3,,877.3e-3
1.493e3,C3,1.493e3,,876.9e-3
1.494e3,C3,1.494e3,,877.1e-3
1.495e3,C3,1.495e3,,877.4e-3
1.496e3,C3,1.496e3,,877e-3
1.497e3,C3,1.497e3,,877.4e-3
1.498e3,C3,1.498e3,,877.5e-3
1.499e3,C3,1.499e3,,877.3e-3
1.5e3,C3,1.5e3,,877e-3
1.501e3,C3,1.501e3,,877.5e-3
1.502e3,C3,1.502e3,,877.1e-3
1.503e3,C3,1.503e3,,876.7e-3
1.504e3,C3,1.504e3,,877.4e-3
1.505e3,C3,1.505e3,,877.2e-3
1.506e3,C3,1.506e3,,876.8e-3
1.507e3,C3,1.507e3,,877.2e-3
1.508e3,C3,1.508e3,,877.3e-3
1.509e3,C3,1.509e3,,876.3e-3
1.51e3,C3,1.51e3,,877e-3
1.511e3,C3,1.511e3,,877.2e-3
1.512e3,C3,1.512e3,,876.6e-3
1.513e3,C3,1.513e3,,877.3e-3
1.514e3,C3,1.514e3,,877.5e-3
1.515e3,C3,1.515e3,,877e-3
1.516e3,C3,1.516e3,,877.3e-3
1.517e3,C3,1.517e3,,877.5e-3
1.518e3,C3,1.518e3,,877.3e-3
1.519e3,C3,1.519e3,,876.9e-3
1.52e3,C3,1.52e3,,877.1e-3
1.521e3,C3,1.521e3,,877.4e-3
1.522e3,C3,1.522e3,,877.2e-3
1.523e3,C3,1.523e3,,876.6e-3
1.524e3,C3,1.524e3,,876.8e-3
1.525e3,C3,1.525e3,,877.4e-3
1.526e3,C3,1.526e3,,877.4e-3
1.527e3,C3,1.527e3,,877.2e-3
1.528e3,C3,1.528e3,,877.4e-3
1.529e3,C3,1.529e3,,876.9e-3
1.53e3,C3,1.53e3,,877.2e-3
1.531e3,C3,1.531e3,,876.1e-3
1.532e3,C3,1.532e3,,877.4e-3
1.533e3,C3,1.533e3,,877.2e-3
1.534e3,C3,1.534e3,,876.8e-3
1.535e3,C3,1.535e3,,877.2e-3
1.536e3,C3,1.536e3,,877.3e-3
1.537e3,C3,1.537e3,,876.9e-3
1.538e3,C3,1.538e3,,877.3e-3
1.539e3,C3,1.539e3,,876.1e-3
1.54e3,C3,1.54e3,,877.8e-3
1.541e3,C3,1.541e3,,877e-3
1.542e3,C3,1.542e3,,876.7e-3
1.543e3,C3,1.543e3,,877.3e-3
1.544e3,C3,1.544e3,,877e-3
1.545e3,C3,1.545e3,,877.5e-3
1.546e3,C3,1.546e3,,877.3e-3
1.547e3,C3,1.547e3,,876.5e-3
1.548e3,C3,1.548e3,,876.9e-3
1.549e3,C3,1.549e3,,877.2e-3
1.55e3,C3,1.55e3,,877.5e-3
1.551e3,C3,1.551e3,,877.2e-3
1.552e3,C3,1.552e3,,876.7e-3
1.553e3,C3,1.553e3,,877.2e-3
1.554e3,C3,1.554e3,,877.4e-3
1.555e3,C3,1.555e3,,877.1e-3
1.556e3,C3,1.556e3,,877.2e-3
1.557e3,C3,1.557e3,,877.4e-3
1.558e3,C3,1.558e3,,877.4e-3
1.559e3,C3,1.559e3,,876.9e-3
1.56e3,C3,1.56e3,,877.6e-3
1.561e3,C3,1.561e3,,877.1e-3
1.562e3,C3,1.562e3,,876.8e-3
1.563e3,C3,1.563e3,,877.4e-3
1.564e3,C3,1.564e3,,877.2e-3
1.565e3,C3,1.565e3,,876.4e-3
1.566e3,C3,1.566e3,,877.1e-3
1.567e3,C3,1.567e3,,877.4e-3
1.568e3,C3,1.568e3,,876.9e-3
1.569e3,C3,1.569e3,,877.5e-3
1.57e3,C3,1.57e3,,877.6e-3
1.571e3,C3,1.571e3,,877.1e-3
1.572e3,C3,1.572e3,,877.1e-3
1.573e3,C3,1.573e3,,877.4e-3
1.574e3,C3,1.574e3,,877.2e-3
1.575e3,C3,1.575e3,,876.7e-3
1.576e3,C3,1.576e3,,877.4e-3
1.577e3,C3,1.577e3,,877e-3
1.578e3,C3,1.578e3,,876.4e-3
1.579e3,C3,1.579e3,,877.2e-3
1.58e3,C3,1.58e3,,877.1e-3
1.581e3,C3,1.581e3,,876.8e-3
1.582e3,C3,1.582e3,,877.1e-3
1.583e3,C3,1.583e3,,877.6e-3
1.584e3,C3,1.584e3,,877.4e-3
1.585e3,C3,1.585e3,,876.7e-3
1.586e3,C3,1.586e3,,877e-3
1.587e3,C3,1.587e3,,877.5e-3
1.588e3,C3,1.588e3,,875.7e-3
1.589e3,C3,1.589e3,,877.2e-3
1.59e3,C3,1.59e3,,877e-3
1.591e3,C3,1.591e3,,877.3e-3
1.592e3,C3,1.592e3,,877.2e-3
1.593e3,C3,1.593e3,,877.5e-3
1.594e3,C3,1.594e3,,877.3e-3
1.595e3,C3,1.595e3,,876.9e-3
1.596e3,C3,1.596e3,,876.5e-3
1.597e3,C3,1.597e3,,877.1e-3
1.598e3,C3,1.598e3,,877.5e-3
1.599e3,C3,1.599e3,,877e-3
1.6e3,C3,1.6e3,,877.4e-3
1.601e3,C3,1.601e3,,877.2e-3
1.602e3,C3,1.602e3,,877e-3
1.603e3,C3,1.603e3,,877.3e-3
1.604e3,C3,1.604e3,,877.3e-3
1.605e3,C3,1.605e3,,876.5e-3
1.606e3,C3,1.606e3,,876.9e-3
1.607e3,C3,1.607e3,,877.4e-3
1.608e3,C3,1.608e3,,876.7e-3
1.609e3,C3,1.609e3,,877.4e-3
1.61e3,C3,1.61e3,,877.5e-3
1.611e3,C3,1.611e3,,877e-3
1.612e3,C3,1.612e3,,877.2e-3
1.613e3,C3,1.613e3,,877.6e-3
1.614e3,C3,1.614e3,,877.4e-3
1.615e3,C3,1.615e3,,876.8e-3
1.616e3,C3,1.616e3,,877e-3
1.617e3,C3,1.617e3,,877.3e-3
1.618e3,C3,1.618e3,,877.2e-3
1.619e3,C3,1.619e3,,876.4e-3
1.62e3,C3,1.62e3,,876.7e-3
1.621e3,C3,1.621e3,,877.4e-3
1.622e3,C3,1.622e3,,877.5e-3
1.623e3,C3,1.623e3,,877e-3
1.624e3,C3,1.624e3,,877.4e-3
1.625e3,C3,1.625e3,,876.9e-3
1.626e3,C3,1.626e3,,877.1e-3
1.627e3,C3,1.627e3,,877.5e-3
1.628e3,C3,1.628e3,,877.4e-3
1.629e3,C3,1.629e3,,877e-3
1.63e3,C3,1.63e3,,876.4e-3
1.631e3,C3,1.631e3,,877.3e-3
1.632e3,C3,1.632e3,,877.1e-3
1.633e3,C3,1.633e3,,877.6e-3
1.634e3,C3,1.634e3,,877.3e-3
1.635e3,C3,1.635e3,,876.7e-3
1.636e3,C3,1.636e3,,876.4e-3
1.637e3,C3,1.637e3,,877.2e-3
1.638e3,C3,1.638e3,,877.3e-3
1.639e3,C3,1.639e3,,876.9e-3
1.64e3,C3,1.64e3,,877.2e-3
1.641e3,C3,1.641e3,,876.7e-3
1.642e3,C3,1.642e3,,877.1e-3
1.643e3,C3,1.643e3,,877.5e-3
1.644e3,C3,1.644e3,,877.6e-3
1.645e3,C3,1.645e3,,877.1e-3
1.646e3,C3,1.646e3,,876.8e-3
1.647e3,C3,1.647e3,,877.4e-3
1.648e3,C3,1.648e3,,877.5e-3
1.649e3,C3,1.649e3,,877e-3
1.65e3,C3,1.65e3,,876.5e-3
1.651e3,C3,1.651e3,,877.3e-3
1.652e3,C3,1.652e3,,877.3e-3
1.653e3,C3,1.653e3,,876.9e-3
1.654e3,C3,1.654e3,,877.3e-3
1.655e3,C3,1.655e3,,877.6e-3
1.656e3,C3,1.656e3,,877e-3
1.657e3,C3,1.657e3,,877.3e-3
1.658e3,C3,1.658e3,,876e-3
1.659e3,C3,1.659e3,,877.3e-3
1.66e3,C3,1.66e3,,877e-3
1.661e3,C3,1.661e3,,877.5e-3
1.662e3,C3,1.662e3,,877.3e-3
1.663e3,C3,1.663e3,,876.6e-3
1.664e3,C3,1.664e3,,877.2e-3
1.665e3,C3,1.665e3,,876.6e-3
1.666e3,C3,1.666e3,,877.2e-3
1.667e3,C3,1.667e3,,877.4e-3
1.668e3,C3,1.668e3,,877.6e-3
1.669e3,C3,1.669e3,,877.2e-3
1.67e3,C3,1.67e3,,876.8e-3
1.671e3,C3,1.671e3,,877.4e-3
1.672e3,C3,1.672e3,,877.2e-3
1.673e3,C3,1.673e3,,876.2e-3
1.674e3,C3,1.674e3,,877.4e-3
1.675e3,C3,1.675e3,,876.9e-3
1.676e3,C3,1.676e3,,876.8e-3
1.677e3,C3,1.677e3,,877.3e-3
1.678e3,C3,1.678e3,,877.5e-3
1.679e3,C3,1.679e3,,877.2e-3
1.68e3,C3,1.68e3,,876.9e-3
1.681e3,C3,1.681e3,,877.4e-3
1.682e3,C3,1.682e3,,877.6e-3
1.683e3,C3,1.683e3,,877e-3
1.684e3,C3,1.684e3,,877e-3
1.685e3,C3,1.685e3,,877.5e-3
1.686e3,C3,1.686e3,,877.3e-3
1.687e3,C3,1.687e3,,876.4e-3
1.688e3,C3,1.688e3,,877.6e-3
1.689e3,C3,1.689e3,,877e-3
1.69e3,C3,1.69e3,,876.6e-3
1.691e3,C3,1.691e3,,877.3e-3
1.692e3,C3,1.692e3,,877.3e-3
1.693e3,C3,1.693e3,,877e-3
1.694e3,C3,1.694e3,,877.3e-3
1.695e3,C3,1.695e3,,877.5e-3
1.696e3,C3,1.696e3,,876.3e-3
1.697e3,C3,1.697e3,,877.3e-3
1.698e3,C3,1.698e3,,877.5e-3
1.699e3,C3,1.699e3,,876.9e-3
1.7e3,C3,1.7e3,,877.2e-3
1.701e3,C3,1.701e3,,877.5e-3
1.702e3,C3,1.702e3,,877.3e-3
1.703e3,C3,1.703e3,,876.9e-3
1.704e3,C3,1.704e3,,877.6e-3
1.705e3,C3,1.705e3,,877.2e-3
1.706e3,C3,1.706e3,,877.1e-3
1.707e3,C3,1.707e3,,877.3e-3
1.708e3,C3,1.708e3,,877.3e-3
1.709e3,C3,1.709e3,,876.6e-3
1.71e3,C3,1.71e3,,877e-3
1.711e3,C3,1.711e3,,877.5e-3
1.712e3,C3,1.712e3,,877.5e-3
1.713e3,C3,1.713e3,,876.8e-3
1.714e3,C3,1.714e3,,877.1e-3
1.715e3,C3,1.715e3,,877.5e-3
1.716e3,C3,1.716e3,,877.4e-3
1.717e3,C3,1.717e3,,877e-3
1.718e3,C3,1.718e3,,876.7e-3
1.719e3,C3,1.719e3,,877.2e-3
1.72e3,C3,1.72e3,,877.1e-3
1.721e3,C3,1.721e3,,877.5e-3
1.722e3,C3,1.722e3,,877.2e-3
1.723e3,C3,1.723e3,,876.6e-3
1.724e3,C3,1.724e3,,876.9e-3
1.725e3,C3,1.725e3,,877.4e-3
1.726e3,C3,1.726e3,,876e-3
1.727e3,C3,1.727e3,,877.2e-3
1.728e3,C3,1.728e3,,877.3e-3
1.729e3,C3,1.729e3,,877.1e-3
1.73e3,C3,1.73e3,,876.8e-3
1.731e3,C3,1.731e3,,877.2e-3
1.732e3,C3,1.732e3,,877.5e-3
1.733e3,C3,1.733e3,,876.9e-3
1.734e3,C3,1.734e3,,877.1e-3
1.735e3,C3,1.735e3,,875.2e-3
1.736e3,C3,1.736e3,,876.9e-3
1.737e3,C3,1.737e3,,877.2e-3
1.738e3,C3,1.738e3,,877.6e-3
1.739e3,C3,1.739e3,,877.1e-3
1.74e3,C3,1.74e3,,877.1e-3
1.741e3,C3,1.741e3,,877.3e-3
1.742e3,C3,1.742e3,,877.2e-3
1.743e3,C3,1.743e3,,876.6e-3
1.744e3,C3,1.744e3,,877.2e-3
1.745e3,C3,1.745e3,,877.4e-3
1.746e3,C3,1.746e3,,877.4e-3
1.747e3,C3,1.747e3,,876.9e-3
1.748e3,C3,1.748e3,,876.6e-3
1.749e3,C3,1.749e3,,877.4e-3
1.75e3,C3,1.75e3,,877.5e-3
1.751e3,C3,1.751e3,,877e-3
1.752e3,C3,1.752e3,,877.1e-3
1.753e3,C3,1.753e3,,876.3e-3
1.754e3,C3,1.754e3,,876.9e-3
1.755e3,C3,1.755e3,,877.5e-3
1.756e3,C3,1.756e3,,877.4e-3
1.757e3,C3,1.757e3,,877.1e-3
1.758e3,C3,1.758e3,,876.9e-3
1.759e3,C3,1.759e3,,877.3e-3
1.76e3,C3,1.76e3,,877.1e-3
1.761e3,C3,1.761e3,,877.3e-3
1.762e3,C3,1.762e3,,877.4e-3
1.763e3,C3,1.763e3,,876.6e-3
1.764e3,C3,1.764e3,,876.9e-3
1.765e3,C3,1.765e3,,877.4e-3
1.766e3,C3,1.766e3,,877.5e-3
1.767e3,C3,1.767e3,,877.3e-3
1.768e3,C3,1.768e3,,877.2e-3
1.769e3,C3,1.769e3,,876.8e-3
1.77e3,C3,1.77e3,,877.2e-3
1.771e3,C3,1.771e3,,877.5e-3
1.772e3,C3,1.772e3,,877.5e-3
1.773e3,C3,1.773e3,,877e-3
1.774e3,C3,1.774e3,,876.4e-3
1.775e3,C3,1.775e3,,877.3e-3
1.776e3,C3,1.776e3,,876.3e-3
1.777e3,C3,1.777e3,,877.2e-3
1.778e3,C3,1.778e3,,877e-3
1.779e3,C3,1.779e3,,877.5e-3
1.78e3,C3,1.78e3,,877.3e-3
1.781e3,C3,1.781e3,,876.7e-3
1.782e3,C3,1.782e3,,877.2e-3
1.783e3,C3,1.783e3,,877.4e-3
1.784e3,C3,1.784e3,,876.5e-3
1.785e3,C3,1.785e3,,877.1e-3
1.786e3,C3,1.786e3,,877.5e-3
1.787e3,C3,1.787e3,,877.1e-3
1.788e3,C3,1.788e3,,877.1e-3
1.789e3,C3,1.789e3,,877.6e-3
1.79e3,C3,1.79e3,,877.4e-3
1.791e3,C3,1.791e3,,876.8e-3
1.792e3,C3,1.792e3,,877.1e-3
1.793e3,C3,1.793e3,,877.6e-3
1.794e3,C3,1.794e3,,877.5e-3
1.795e3,C3,1.795e3,,876.9e-3
1.796e3,C3,1.796e3,,876.8e-3
1.797e3,C3,1.797e3,,877.2e-3
1.798e3,C3,1.798e3,,877.4e-3
1.799e3,C3,1.799e3,,877.1e-3
1.8e3,C3,1.8e3,,877.2e-3
1.801e3,C3,1.801e3,,876.5e-3
1.802e3,C3,1.802e3,,877.1e-3
1.803e3,C3,1.803e3,,877.3e-3
1.804e3,C3,1.804e3,,877.6e-3
1.805e3,C3,1.805e3,,877e-3
1.806e3,C3,1.806e3,,876.8e-3
1.807e3,C3,1.807e3,,877.2e-3
1.808e3,C3,1.808e3,,877.6e-3
1.809e3,C3,1.809e3,,877e-3
1.81e3,C3,1.81e3,,876.7e-3
1.811e3,C3,1.811e3,,877.4e-3
1.812e3,C3,1.812e3,,877.3e-3
1.813e3,C3,1.813e3,,877e-3
1.814e3,C3,1.814e3,,877.3e-3
1.815e3,C3,1.815e3,,875.9e-3
1.816e3,C3,1.816e3,,876.9e-3
1.817e3,C3,1.817e3,,877.4e-3
1.818e3,C3,1.818e3,,877.5e-3
1.819e3,C3,1.819e3,,877.1e-3
1.82e3,C3,1.82e3,,877e-3
1.821e3,C3,1.821e3,,877.5e-3
1.822e3,C3,1.822e3,,877.4e-3
1.823e3,C3,1.823e3,,876.6e-3
1.824e3,C3,1.824e3,,877.4e-3
1.825e3,C3,1.825e3,,877.3e-3
1.826e3,C3,1.826e3,,876.9e-3
1.827e3,C3,1.827e3,,877.3e-3
1.828e3,C3,1.828e3,,877.3e-3
1.829e3,C3,1.829e3,,876.7e-3
1.83e3,C3,1.83e3,,877.1e-3
1.831e3,C3,1.831e3,,877.3e-3
1.832e3,C3,1.832e3,,876.4e-3
1.833e3,C3,1.833e3,,877.3e-3
1.834e3,C3,1.834e3,,877.5e-3
1.835e3,C3,1.835e3,,877e-3
1.836e3,C3,1.836e3,,877.2e-3
1.837e3,C3,1.837e3,,877.4e-3
1.838e3,C3,1.838e3,,877.2e-3
1.839e3,C3,1.839e3,,876.8e-3
1.84e3,C3,1.84e3,,877.1e-3
1.841e3,C3,1.841e3,,877.4e-3
1.842e3,C3,1.842e3,,877.2e-3
1.843e3,C3,1.843e3,,876.6e-3
1.844e3,C3,1.844e3,,876.9e-3
1.845e3,C3,1.845e3,,877.4e-3
1.846e3,C3,1.846e3,,877.6e-3
1.847e3,C3,1.847e3,,877.2e-3
1.848e3,C3,1.848e3,,877.3e-3
1.849e3,C3,1.849e3,,876.7e-3
1.85e3,C3,1.85e3,,877.1e-3
1.851e3,C3,1.851e3,,877.7e-3
1.852e3,C3,1.852e3,,877.4e-3
1.853e3,C3,1.853e3,,877e-3
1.854e3,C3,1.854e3,,876.3e-3
1.855e3,C3,1.855e3,,877.1e-3
1.856e3,C3,1.856e3,,876.7e-3
1.857e3,C3,1.857e3,,877.3e-3
1.858e3,C3,1.858e3,,877.6e-3
1.859e3,C3,1.859e3,,877.1e-3
1.86e3,C3,1.86e3,,877.1e-3
1.861e3,C3,1.861e3,,877.4e-3
1.862e3,C3,1.862e3,,877.2e-3
1.863e3,C3,1.863e3,,876.3e-3
1.864e3,C3,1.864e3,,877.5e-3
1.865e3,C3,1.865e3,,877.1e-3
1.866e3,C3,1.866e3,,876.7e-3
1.867e3,C3,1.867e3,,877.2e-3
1.868e3,C3,1.868e3,,877.4e-3
1.869e3,C3,1.869e3,,876.8e-3
1.87e3,C3,1.87e3,,877.1e-3
1.871e3,C3,1.871e3,,877.6e-3
1.872e3,C3,1.872e3,,877.2e-3
1.873e3,C3,1.873e3,,876.5e-3
1.874e3,C3,1.874e3,,877e-3
1.875e3,C3,1.875e3,,877.5e-3
1.876e3,C3,1.876e3,,877.5e-3
1.877e3,C3,1.877e3,,877e-3
1.878e3,C3,1.878e3,,876.9e-3
1.879e3,C3,1.879e3,,877.3e-3
1.88e3,C3,1.88e3,,877.3e-3
1.881e3,C3,1.881e3,,875.9e-3
1.882e3,C3,1.882e3,,877.3e-3
1.883e3,C3,1.883e3,,877e-3
1.884e3,C3,1.884e3,,876.6e-3
1.885e3,C3,1.885e3,,877.3e-3
1.886e3,C3,1.886e3,,877.6e-3
1.887e3,C3,1.887e3,,877.1e-3
1.888e3,C3,1.888e3,,877.3e-3
1.889e3,C3,1.889e3,,877e-3
1.89e3,C3,1.89e3,,877.2e-3
1.891e3,C3,1.891e3,,877.5e-3
1.892e3,C3,1.892e3,,877.5e-3
1.893e3,C3,1.893e3,,876.9e-3
1.894e3,C3,1.894e3,,876.5e-3
1.895e3,C3,1.895e3,,877.3e-3
1.896e3,C3,1.896e3,,877e-3
1.897e3,C3,1.897e3,,877.5e-3
1.898e3,C3,1.898e3,,877.4e-3
1.899e3,C3,1.899e3,,876.7e-3
1.9e3,C3,1.9e3,,876.7e-3
1.901e3,C3,1.901e3,,877.4e-3
1.902e3,C3,1.902e3,,876.1e-3
1.903e3,C3,1.903e3,,877.2e-3
1.904e3,C3,1.904e3,,876.5e-3
1.905e3,C3,1.905e3,,877.3e-3
1.906e3,C3,1.906e3,,877.4e-3
1.907e3,C3,1.907e3,,877e-3
1.908e3,C3,1.908e3,,877e-3
1.909e3,C3,1.909e3,,877.6e-3
1.91e3,C3,1.91e3,,877.4e-3
1.911e3,C3,1.911e3,,876.8e-3
1.912e3,C3,1.912e3,,877.6e-3
1.913e3,C3,1.913e3,,877.1e-3
1.914e3,C3,1.914e3,,876.9e-3
1.915e3,C3,1.915e3,,877.4e-3
1.916e3,C3,1.916e3,,877.3e-3
1.917e3,C3,1.917e3,,876.5e-3
1.918e3,C3,1.918e3,,877.2e-3
1.919e3,C3,1.919e3,,877.5e-3
1.92e3,C3,1.92e3,,876.9e-3
1.921e3,C3,1.921e3,,877.5e-3
1.922e3,C3,1.922e3,,877.4e-3
1.923e3,C3,1.923e3,,876.3e-3
1.924e3,C3,1.924e3,,876.9e-3
1.925e3,C3,1.925e3,,877.3e-3
1.926e3,C3,1.926e3,,877.5e-3
1.927e3,C3,1.927e3,,877.2e-3
1.928e3,C3,1.928e3,,877.4e-3
1.929e3,C3,1.929e3,,876.8e-3
1.93e3,C3,1.93e3,,877.2e-3
1.931e3,C3,1.931e3,,877.5e-3
1.932e3,C3,1.932e3,,877.5e-3
1.933e3,C3,1.933e3,,877e-3
1.934e3,C3,1.934e3,,876.6e-3
1.935e3,C3,1.935e3,,877.3e-3
1.936e3,C3,1.936e3,,877.5e-3
1.937e3,C3,1.937e3,,877.1e-3
1.938e3,C3,1.938e3,,876.8e-3
1.939e3,C3,1.939e3,,877.4e-3
1.94e3,C3,1.94e3,,877.2e-3
1.941e3,C3,1.941e3,,876.6e-3
1.942e3,C3,1.942e3,,877.1e-3
1.943e3,C3,1.943e3,,877.4e-3
1.944e3,C3,1.944e3,,876.6e-3
1.945e3,C3,1.945e3,,877.3e-3
1.946e3,C3,1.946e3,,877.4e-3
1.947e3,C3,1.947e3,,877.2e-3
1.948e3,C3,1.948e3,,877.1e-3
1.949e3,C3,1.949e3,,876.1e-3
1.95e3,C3,1.95e3,,877.5e-3
1.951e3,C3,1.951e3,,876.9e-3
1.952e3,C3,1.952e3,,877.4e-3
1.953e3,C3,1.953e3,,876.9e-3
1.954e3,C3,1.954e3,,876.5e-3
1.955e3,C3,1.955e3,,877.2e-3
1.956e3,C3,1.956e3,,877.3e-3
1.957e3,C3,1.957e3,,876.8e-3
1.958e3,C3,1.958e3,,877.1e-3
1.959e3,C3,1.959e3,,877.6e-3
1.96e3,C3,1.96e3,,876.8e-3
1.961e3,C3,1.961e3,,877.4e-3
1.962e3,C3,1.962e3,,877.6e-3
1.963e3,C3,1.963e3,,877.2e-3
1.964e3,C3,1.964e3,,877.2e-3
1.965e3,C3,1.965e3,,877.4e-3
1.966e3,C3,1.966e3,,877.2e-3
1.967e3,C3,1.967e3,,876.7e-3
1.968e3,C3,1.968e3,,877.2e-3
1.969e3,C3,1.969e3,,877.5e-3
1.97e3,C3,1.97e3,,877.3e-3
1.971e3,C3,1.971e3,,876.8e-3
1.972e3,C3,1.972e3,,876.2e-3
1.973e3,C3,1.973e3,,877.2e-3
1.974e3,C3,1.974e3,,877.5e-3
1.975e3,C3,1.975e3,,877e-3
1.976e3,C3,1.976e3,,877.2e-3
1.977e3,C3,1.977e3,,876.5e-3
1.978e3,C3,1.978e3,,877e-3
1.979e3,C3,1.979e3,,877.5e-3
1.98e3,C3,1.98e3,,877.5e-3
1.981e3,C3,1.981e3,,877.3e-3
1.982e3,C3,1.982e3,,876.9e-3
1.983e3,C3,1.983e3,,877.3e-3
1.984e3,C3,1.984e3,,876.6e-3
1.985e3,C3,1.985e3,,877.3e-3
1.986e3,C3,1.986e3,,877.6e-3
1.987e3,C3,1.987e3,,877e-3
1.988e3,C3,1.988e3,,877.3e-3
1.989e3,C3,1.989e3,,877.5e-3
1.99e3,C3,1.99e3,,877.3e-3
1.991e3,C3,1.991e3,,876.9e-3
1.992e3,C3,1.992e3,,877.5e-3
1.993e3,C3,1.993e3,,877.1e-3
1.994e3,C3,1.994e3,,876.8e-3
1.995e3,C3,1.995e3,,877.2e-3
1.996e3,C3,1.996e3,,877.3e-3
1.997e3,C3,1.997e3,,876.2e-3
1.998e3,C3,1.998e3,,877e-3
1.999e3,C3,1.999e3,,877.5e-3
2e3,C3,2e3,,877.5e-3

